,cleaned_tweet,polarity,subjectivity,Sentiment,date,username,Base_tweet,hashtags,nlikes,search
1023,,0.0,0.0,Neutral,2021-08-16 06:17:38,EricaIsaacs2,@StandardBankZA #SBfamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe  https://t.co/RJxyd32PY4,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1024,entered,0.0,0.0,Neutral,2021-08-16 06:12:12,KaraboSegopo,@947 @TheZweli @HulisaniRavele @StandardBankZA @ArabileG Entered,[],0,"StandardBankZA OR ""Standard Bank"""
1025,morning faves,0.0,0.0,Neutral,2021-08-16 06:08:27,Mama_Ontetlile,@947 @TheZweli @HulisaniRavele @StandardBankZA @ArabileG 😜😜😜😜Morning faves! #ZweliSaniOn947,['zwelisanion947'],0,"StandardBankZA OR ""Standard Bank"""
1026,good morning team,0.7,0.6000000000000001,Positive,2021-08-16 06:04:50,Jaxx_vd,@947 @TheZweli @HulisaniRavele @StandardBankZA @ArabileG Good morning team,[],0,"StandardBankZA OR ""Standard Bank"""
1027,time dynamic duo amp plenty music ready day ahead pop quiz,0.1,0.3333333333333333,Positive,2021-08-16 06:04:03,947,"It's time for the dynamic duo, @TheZweli &amp; @HulisaniRavele on #ZweliSaniOn947 Plenty of music to get you up and ready for the day ahead!💪🏽  ⛅️ R10,000 Pop Quiz with @StandardBankZA  ⛅️ #MoneyMinute with @ArabileG  ⛅️ #ClassicOrNot   📻  https://t.co/wpE2Sb7Szl  #947Joburg  https://t.co/yU8oojvKJI","['zwelisanion947', 'moneyminute', 'classicornot', '947joburg']",48,"StandardBankZA OR ""Standard Bank"""
1028,elite account,0.0,0.0,Neutral,2021-08-16 05:56:41,Tseho051,@StandardBankZA Elite account,[],0,"StandardBankZA OR ""Standard Bank"""
1029,systems fully functional say plenty frustrated people struggling banking app,-0.7,0.2,Negative,2021-08-16 05:55:33,BernieMat,@StandardBankZA Your systems are not fully functional as you say because there are plenty frustrated people struggling to get in the banking app,[],0,"StandardBankZA OR ""Standard Bank"""
1030,havent got reply yet frustrating,-0.4,0.9,Negative,2021-08-16 05:54:39,BernieMat,@MonaKhethiwe @StandardBankZA So you also haven't got a reply yet this is so frustrating,[],0,"StandardBankZA OR ""Standard Bank"""
1031,yo mr d issue everything now loads cant app frustrating,-0.4,0.9,Negative,2021-08-16 05:53:46,BernieMat,@Ntsikel48676328 @StandardBankZA Yo Mr D I have the same issue did everything now it loads and that's it can't get into the app it is so frustrating,[],0,"StandardBankZA OR ""Standard Bank"""
1032,cheque,0.0,0.0,Neutral,2021-08-16 05:42:44,Tseho051,@StandardBankZA Cheque,[],0,"StandardBankZA OR ""Standard Bank"""
1033,,0.0,0.0,Neutral,2021-08-16 05:36:11,AMJaphta,@StandardBankZA #SBFamily #PureSave  https://t.co/qSOdaXiSmg,"['sbfamily', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
1034,,0.0,0.0,Neutral,2021-08-16 05:35:35,AMJaphta,@StandardBankZA #SBFamily #PureSave  https://t.co/XKINnMWcLR,"['sbfamily', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
1035,,0.0,0.0,Neutral,2021-08-16 05:35:18,AMJaphta,@StandardBankZA #SBFamily #PureSave  https://t.co/Io6wkE3ALX,"['sbfamily', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
1036,,0.0,0.0,Neutral,2021-08-16 05:35:01,MissTebs,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe  https://t.co/Isz2C0jlJ1,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1037,,0.0,0.0,Neutral,2021-08-16 05:33:00,ThatoMaile1,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe  https://t.co/bzDx5pTCIr,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1038,help regards app situation im problem,0.0,0.0,Neutral,2021-08-16 05:10:44,Chogadibata,@thaps10 @StandardBankZA Did they help you with regards to the app situation? I'm having the same problem.,[],0,"StandardBankZA OR ""Standard Bank"""
1039,finally won use money buy machinery vehicle servicing fleet maintanace franchise launched,0.0,1.0,Neutral,2021-08-16 05:09:07,FixFair_Auto,@StandardBankZA Finally I won and I can use the money to buy some machinery for our Vehicle Servicing and Fleet Maintanace FRANCHISE which we have a launched..  https://t.co/DOMXiSG9wP,[],0,"StandardBankZA OR ""Standard Bank"""
1040,,0.0,0.0,Neutral,2021-08-16 04:43:47,Its_Adene,@StandardBankZA #SBFamily #PureSave  https://t.co/LIbaiOOpZP,"['sbfamily', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
1041,gtao pacific standard bank job heist elite challenge finaloop ps,0.0,0.0,Neutral,2021-08-16 04:39:32,GTAOLOVER,【GTAO】 パシフィック銀行強盗エリートチャレンジ The Pacific Standard Bank Job Heist Elite Challenge - FINALOOP 【PS4】  https://t.co/dbOz3ju50G #GTA5,['gta5'],0,"StandardBankZA OR ""Standard Bank"""
1042,appreciate bank manager nhlanhla maana blessing team,0.0,0.0,Neutral,2021-08-16 04:24:29,Sbu_dude,@StandardBankZA I would like to appreciate your bank manager from @springsmall  Nhlanhla Mañana he is a blessing to your team 👏,[],0,"StandardBankZA OR ""Standard Bank"""
1043,,0.0,0.0,Neutral,2021-08-16 03:46:07,PinkyM101,@StandardBankZA 🏦 #SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe @StandardBankZA,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1044,,0.0,0.0,Neutral,2021-08-16 03:41:30,PinkyM101,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe @StandardBankZA 🤞🏽  https://t.co/6IMM9Hn5Ke,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1045,,0.0,0.0,Neutral,2021-08-16 03:41:14,PinkyM101,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe @StandardBankZA 🇿🇦  https://t.co/3fDO3qqOjw,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1046,,0.0,0.0,Neutral,2021-08-16 03:41:01,PinkyM101,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe @StandardBankZA ✨  https://t.co/XGeXoxjOVL,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1047,,0.0,0.0,Neutral,2021-08-16 03:40:43,PinkyM101,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe @StandardBankZA  https://t.co/5R67VS6Zwk,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1048,,0.0,0.0,Neutral,2021-08-16 03:04:51,TNtwape,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe  https://t.co/GSHDkLriFl,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1049,,0.0,0.0,Neutral,2021-08-16 02:37:15,NtobeMkhize10,@StandardBankZA #SBFamily #PureSave @StandardBankZA #ItCanBe  https://t.co/FXUQGbaMFB,"['sbfamily', 'puresave', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1050,chocho,0.0,0.0,Neutral,2021-08-16 02:24:09,Malandanane,@FeudAfrica @StandardBankZA @IAmSteveHarvey Chocho,[],0,"StandardBankZA OR ""Standard Bank"""
1051,,0.0,0.0,Neutral,2021-08-16 02:14:28,naveb90679584,@jaxbr @StandardBankZA  https://t.co/TjxMwQdHMg,[],0,"StandardBankZA OR ""Standard Bank"""
1052,lying giving excuses trash service,0.0,0.0,Neutral,2021-08-16 02:12:18,naveb90679584,@mukototina @StandardBankZA They are lying and giving excuses trash service  https://t.co/bKRsVkZMWi,[],0,"StandardBankZA OR ""Standard Bank"""
1053,,0.0,0.0,Neutral,2021-08-16 01:45:20,SamanthaSwain7,#SBFamily  #FamilyFeudSA  #StandardBank  @StandardBankZA   https://t.co/MZ8TBysqf2  https://t.co/GNH4cPaT9U,"['sbfamily', 'familyfeudsa', 'standardbank']",0,"StandardBankZA OR ""Standard Bank"""
1054,,0.0,0.0,Neutral,2021-08-16 01:44:22,SamanthaSwain7,@StandardBankZA #SBFamily  #FamilyFeudSA  #StandardBank  @StandardBankZA  https://t.co/AhkTHnssbT,"['sbfamily', 'familyfeudsa', 'standardbank']",0,"StandardBankZA OR ""Standard Bank"""
1055,,0.0,0.0,Neutral,2021-08-16 01:43:33,SamanthaSwain7,@StandardBankZA #SBFamily #FamilyFeudSA  #StandardBank  @StandardBankZA  https://t.co/EMufGWv4Qd,"['sbfamily', 'familyfeudsa', 'standardbank']",0,"StandardBankZA OR ""Standard Bank"""
1056,,0.0,0.0,Neutral,2021-08-16 01:42:58,SamanthaSwain7,@StandardBankZA #SBFamily #FamilyFeudSA  #StandardBank  @StandardBankZA  https://t.co/8H6bfsddo4,"['sbfamily', 'familyfeudsa', 'standardbank']",0,"StandardBankZA OR ""Standard Bank"""
1057,suspect confused client sent us statement client bank either aug see abuse reps,-0.4,0.7,Negative,2021-08-16 01:42:26,aa419,"@BitCo_SA We suspect you have a confused client. He sent us a @StandardBankZA statement. We are not a client, but then again, he's not the bank either. #Phishing  [154.117.173.226] 15 Aug 2021 22:35:58 +000  See your abuse reps.",['phishing'],1,"StandardBankZA OR ""Standard Bank"""
1058,,0.0,0.0,Neutral,2021-08-16 01:42:19,SamanthaSwain7,@StandardBankZA #SBFamily #FamilyFeudSA  #StandardBank  @StandardBankZA  https://t.co/IbQSENCi86,"['sbfamily', 'familyfeudsa', 'standardbank']",0,"StandardBankZA OR ""Standard Bank"""
1059,,0.0,0.0,Neutral,2021-08-16 01:41:00,DKSwain14,#SBFamily #FamilyFeudSA  #StandardBank  @StandardBankZA   https://t.co/SdwRjnEZF7  https://t.co/K3rgLwLUaU,"['sbfamily', 'familyfeudsa', 'standardbank']",0,"StandardBankZA OR ""Standard Bank"""
1060,,0.0,0.0,Neutral,2021-08-16 01:39:56,DKSwain14,@StandardBankZA #SBFamily #FamilyFeudSA  #StandardBank  @StandardBankZA  https://t.co/HrPwwMdcEv,"['sbfamily', 'familyfeudsa', 'standardbank']",0,"StandardBankZA OR ""Standard Bank"""
1061,favorite,0.5,1.0,Positive,2021-08-16 01:38:47,MlindoOiiz,@StandardBankZA My favorite #SBFamily #PureSave  #FamilyFeudSA #StandardBank #ItCanBe  https://t.co/0efeHCh161,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1062,,0.0,0.0,Neutral,2021-08-16 01:38:29,DKSwain14,@StandardBankZA #SBFamily #FamilyFeudSA  #StandardBank  #ItCanBe  @StandardBankZA  https://t.co/HNSCplpVE6,"['sbfamily', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1063,,0.0,0.0,Neutral,2021-08-16 01:37:33,DKSwain14,@StandardBankZA #SBFamily #FamilyFeudSA  #StandardBank #ItCanBe  @StandardBankZA  https://t.co/5Vn5pzU4et,"['sbfamily', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1064,works now thanks,0.2,0.2,Positive,2021-08-16 00:53:37,JoeYBangX,@StandardBankZA It works now. Thanks,[],0,"StandardBankZA OR ""Standard Bank"""
1065,,0.0,0.0,Neutral,2021-08-16 00:42:45,UmamaBha,@StandardBankZA #SBFamily #PureSave #StandardBank #ItCanBe  https://t.co/jj7MSNeSAl,"['sbfamily', 'puresave', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1066,benefits puresave account,0.0,0.0,Neutral,2021-08-16 00:26:34,Sphekhumalo21,@StandardBankZA Benefits of the PureSave account #SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe  https://t.co/gSkrOILcUq,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1067,,0.0,0.0,Neutral,2021-08-16 00:20:41,bk_thamae,@StandardBankZA #SBFamily #PureSave  #FamilyFeudSA #StandardBank #ItCanBe  https://t.co/ee9bSgomFA,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1068,,0.0,0.0,Neutral,2021-08-16 00:20:14,Phumlanii425,@Bestmvle_Sjava @StandardBankZA 😭,[],0,"StandardBankZA OR ""Standard Bank"""
1069,usually use standard bank cheque account pay,-0.125,0.125,Negative,2021-08-16 00:18:35,MissZeeMaLombo,@DrNurseSiphe I usually use my standard bank cheque account to pay,[],0,"StandardBankZA OR ""Standard Bank"""
1070,,0.0,0.0,Neutral,2021-08-16 00:13:15,20vvara,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA #StandardBank  #ItCanBe  https://t.co/RjFK3S7fAe,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1071,haaaiiii,0.0,0.0,Neutral,2021-08-16 00:04:51,EKwinana,"@tiisetso_real @StandardBankZA ""haaaiiii"" 😂😂😂😂😂 @hernameis_mo",[],0,"StandardBankZA OR ""Standard Bank"""
1072,zinhle didnt know answer,0.0,0.0,Neutral,2021-08-15 23:49:36,ndlalaG,@StandardBankZA Zinhle didn’t know the answer😂,[],0,"StandardBankZA OR ""Standard Bank"""
1073,,0.0,0.0,Neutral,2021-08-15 23:39:37,MaftownKing,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe  https://t.co/XaFSyvwWZ1,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1074,gtao pacific standard bank heist finale ps,0.0,0.0,Neutral,2021-08-15 23:39:12,GTAOLOVER,【GTAO】パシフィック銀行強盗(パシフィナ) 野良メンバーでレクトロ逃走からの渓谷ダイブ Pacific Standard Bank Heist - FINALE 【PS4】  https://t.co/vWmj0lZmhR #GTA5,['gta5'],0,"StandardBankZA OR ""Standard Bank"""
1075,,0.0,0.0,Neutral,2021-08-15 23:32:44,mochiwithsugaaa,@StandardBankZA #SBFamily #PureSave  https://t.co/AASV0UUBKY,"['sbfamily', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
1076,,0.0,0.0,Neutral,2021-08-15 23:32:29,deebonza1,@StandardBankZA #PureSave #FamilyFeudSA #StandardBank #ItCanBe #SBFamily  https://t.co/KPGOwfAz5K,"['puresave', 'familyfeudsa', 'standardbank', 'itcanbe', 'sbfamily']",0,"StandardBankZA OR ""Standard Bank"""
1077,,0.0,0.0,Neutral,2021-08-15 23:30:05,Sinazo_njoks,@StandardBankZA #SBFamily #PureSave #FamilyFuedSA #StandardBank  https://t.co/hV9udOK2x7,"['sbfamily', 'puresave', 'familyfuedsa', 'standardbank']",0,"StandardBankZA OR ""Standard Bank"""
1078,,0.0,0.0,Neutral,2021-08-15 23:28:34,Nonhle_Langa,@StandardBankZA #SBFamily #PureSave  #FamilyFeudSA #StandardBank #ItCanBe  https://t.co/eA6S1Alwnw,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1079,people though,0.0,0.0,Neutral,2021-08-15 23:28:16,molemahloni,@MakhambeniRob @StandardBankZA These people though,[],0,"StandardBankZA OR ""Standard Bank"""
1080,,0.0,0.0,Neutral,2021-08-15 23:27:09,GRAM82,@StandardBankZA #PureSave #SPFamily #StandardBank  https://t.co/tXhBCKVfjs,"['puresave', 'spfamily', 'standardbank']",0,"StandardBankZA OR ""Standard Bank"""
1081,,0.0,0.0,Neutral,2021-08-15 23:25:47,GRAM82,@StandardBankZA #SBFamily #PureSave  https://t.co/LGt4ZDRrpH,"['sbfamily', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
1082,,0.0,0.0,Neutral,2021-08-15 23:22:05,bonny_tjale,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe  https://t.co/dxRGLZZg0e,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1083,,0.0,0.0,Neutral,2021-08-15 23:19:56,seshagan,@StandardBankZA #SBFamily #PureSave  https://t.co/5i5prpWytV,"['sbfamily', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
1084,,0.0,0.0,Neutral,2021-08-15 23:13:51,arthurbacchus,@StandardBankZA @StandardBankZA #SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe  https://t.co/G8dSsAgwjN,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1085,,0.0,0.0,Neutral,2021-08-15 23:11:17,seshagan,@StandardBankZA #SBFamily  #PureSave  https://t.co/A59msEwXPp,"['sbfamily', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
1086,standard bank family,0.0,0.0,Neutral,2021-08-15 23:08:07,MichelleVanNi20,@FeudAfrica @StandardBankZA @IAmSteveHarvey The standard bank family👈,[],0,"StandardBankZA OR ""Standard Bank"""
1087,,0.0,0.0,Neutral,2021-08-15 23:04:27,Mirah_keys,@StandardBankZA  https://t.co/AJzkcmlnma,[],0,"StandardBankZA OR ""Standard Bank"""
1088,kanti wena admin utohoza nangecawa ebusuku highly appreciate service,0.16,0.5399999999999999,Positive,2021-08-15 23:03:49,ArtiQulator,"@StandardBankZA Kanti wena Admin utohoza nangecawa, ebusuku. Highly appreciate your 24/7 service",[],0,"StandardBankZA OR ""Standard Bank"""
1089,done thanks sorted,0.2,0.2,Positive,2021-08-15 23:00:07,ArtiQulator,"@StandardBankZA Done, thanks. That's sorted",[],0,"StandardBankZA OR ""Standard Bank"""
1090,,0.0,0.0,Neutral,2021-08-15 22:59:36,PlayfulZA,@StandardBankZA #SBFamily #PureSave  #FamilyFeudSA #StandardBank #ItCanBe @StandardBankZA  https://t.co/YxGzzYP9m0,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1091,,0.0,0.0,Neutral,2021-08-15 22:59:16,MarumoPuleng1,@StandardBankZA #SBFamily #PureSave  https://t.co/j2iklQf8SU,"['sbfamily', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
1092,,0.0,0.0,Neutral,2021-08-15 22:57:23,mmalitsela,@StandardBankZA #SBFamily #PureSave  https://t.co/BcT7y9P8Ho,"['sbfamily', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
1093,,0.0,0.0,Neutral,2021-08-15 22:55:44,swelenmngoma,@StandardBankZA #SBFamily  #PureSave  #FamilyFeudSA  #Standardbank #ItCanBe  https://t.co/IBLG7TTT4R,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1094,,0.0,0.0,Neutral,2021-08-15 22:54:13,dlalaMajaivane,@StandardBankZA #PureSave #FamilyFeudSA #ItCanBe #StandardBank #SBFamily  https://t.co/otuebnhvWD,"['puresave', 'familyfeudsa', 'itcanbe', 'standardbank', 'sbfamily']",0,"StandardBankZA OR ""Standard Bank"""
1095,standard bank analysis decentralized bond hedera hashgraph,0.0,0.0,Neutral,2021-08-15 22:49:10,WillB136,Standard Bank: An analysis of decentralized bond… | Hedera Hashgraph  https://t.co/dFoOo2uZao,[],2,"StandardBankZA OR ""Standard Bank"""
1096,,0.0,0.0,Neutral,2021-08-15 22:47:05,Disebo_EM,@StandardBankZA #SBFamily #PureSave  https://t.co/bUQr9eLpHe,"['sbfamily', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
1097,,0.0,0.0,Neutral,2021-08-15 22:42:27,maritsapozyn,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe  https://t.co/BNy7owXa7T,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",1,"StandardBankZA OR ""Standard Bank"""
1098,havent watched yet im guessing standard bank will fo fast money,0.1,0.3,Positive,2021-08-15 22:41:40,a_lukola,"@FeudAfrica @StandardBankZA @IAmSteveHarvey I haven't watched it yet, but I'm guessing Standard Bank will fo through to fast money.",[],0,"StandardBankZA OR ""Standard Bank"""
1099,,0.0,0.0,Neutral,2021-08-15 22:41:06,Dilshaa66187126,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe  https://t.co/AmXDCqtUXS,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1100,,0.0,0.0,Neutral,2021-08-15 22:36:58,Gjaptha,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe  https://t.co/ch9uDGVRiK,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1101,,0.0,0.0,Neutral,2021-08-15 22:34:42,Rajen06878279,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe  https://t.co/SkbIAE117C,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1102,withdrew thousand notes standard bank please,0.0,0.0,Neutral,2021-08-15 22:29:54,Nkosi_Ngwekazi,@mashianejt @Bestmvle_Sjava I withdrew a thousand of R20 notes at standard bank please  https://t.co/xakQUlvkBo,[],0,"StandardBankZA OR ""Standard Bank"""
1103,,0.0,0.0,Neutral,2021-08-15 22:29:52,FairPlayRSA,@StandardBankZA #SBFamily #PureSave  https://t.co/HC9cUmgQ2Y,"['sbfamily', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
1104,huawei y,0.0,0.0,Neutral,2021-08-15 22:21:33,ArtiQulator,@StandardBankZA Huawei Y7 2019,[],0,"StandardBankZA OR ""Standard Bank"""
1105,sbfamily,0.0,0.0,Neutral,2021-08-15 22:14:44,mizzy911,@StandardBankZA SBFamily #PureSave and #FamilyFeudSA #StandardBank #ItCanBe,"['puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1106,,0.0,0.0,Neutral,2021-08-15 22:13:06,StaceyKekana,@FeudAfrica @StandardBankZA 🙌,[],0,"StandardBankZA OR ""Standard Bank"""
1107,sbfamily,0.0,0.0,Neutral,2021-08-15 22:12:26,mizzy911,@StandardBankZA SBFamily #PureSave and #FamilyFeudSA #StandardBank #ItCanBe  https://t.co/7K5tMqX5IQ,"['puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1108,chocho family win,0.8,0.4,Positive,2021-08-15 22:12:14,Tsholoshwene,@FeudAfrica @StandardBankZA @IAmSteveHarvey Chocho Family for the win.💸💸💸,[],0,"StandardBankZA OR ""Standard Bank"""
1109,,0.0,0.0,Neutral,2021-08-15 22:11:24,mizzy911,@StandardBankZA #SBFamily #PureSave  #StandardBank #ItCanBe  https://t.co/xXNOnqZGLs,"['sbfamily', 'puresave', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
